,title,puNumber,show_start_date,type,film_studio,production_country,director,producer,age_restriction,refundable_support,nonrefundable_support,budget,financing_source,ratings,genres,MyScore
6144,Семь пар нечистых,111015218,2018-08-15T12:00:00.000Z, Художественный,"ООО ""Киностудия ""АРК-ФИЛЬМ""",Россия,"К.Белевич (псевдоним - Кирилл Астахов), Г.Ильин",Д.Потемкин,«16+» - для детей старше 16 лет,19000000.0,100000000.0,181302726.0,Фонд кино,5.9,"боевик,драма,военный",6.527817
1088,Хватай и беги.,221021213,2013-06-05T12:00:00.000Z,Художественный,"Эксклюзив Медиа Груп, Пэнэй Филмз, Примейт Пикчерз, Кимм энд Джим Прдакшнз",США,"Дэвид Палмер, Дэкс Шепард","Эндрю Пэнэй, Нейт Так, Ким Уолтрип, Дэкс Шепард",«16+» - для детей старше 16 лет,,,,,5.5,"ужасы,комедия,фантастика",5.93549
250,На колесах,221012115,2015-04-03T12:00:00.000Z,Художественный,"Сенатор Филм Продукцион, Хофманн/Фогес Интертейнмент, Нойе Биоскоп Филм, Ки Интертейнмент, Севен Пикчерз Филм, Мьюник Энимейшн, Телеканал Берлин-Бранденбург, Фонд Телевизионных Фильмов Баварии и Ведомства по развитию киноиндустрии",Германия,Анно Зауль," Дитмар Ганше, Филипп Фогес,  Бенджамин Херрман, Миша Хоффманн, Эберхард Юнексдорф, Энн Мередит",«16+» - для детей старше 16 лет,,,,,7.8,"драма,вестерн",6.7896185
430,Храбрая сердцем,124001512,2012-06-19T12:00:00.000Z,Художественный,"Пиксар Анимейшн Студиос, Уолт Дисней Пикчерз",США,"Бренда Чапмен, Марк Эндрюс",Кэтрин Сарафьян,«6+» - для детей старше 6 лет,,,,,7.4,"мультфильм,фэнтези,комедия",7.1610966
4993,Ушел и не вернулся,111003111,2011-04-12T12:00:00.000Z,Художественный,"ООО ""Продюсерский центр ""Бегущая по волнам""",Россия,В.Пендраковский,В.Пендраковский,«16+» - для детей старше 16 лет,,,,,,,5.9615245
574,"Чего ждать, когда ждешь ребенка",221038713,2013-10-25T12:00:00.000Z,Художественный,"Элкон Интертейнмент, Лайнгейт, Фоникс Пикчерз, Воут Ту Экспект Продакшнз",США,Кирк Джонс,"Майк Медавой, Арнольд Мессер, Дэвид Туэйтес",«16+» - для детей старше 16 лет,,,,,6.6,"драма,мелодрама,комедия",7.4721746
380,То лето страсти,121017816,2016-06-07T12:00:00.000Z,Художественный,"Ректангл Продюксьон, Уалд Банч, Фаро Фильм, Принс Фильм, Канал +, Сине +, Евримаж, Национальный центр кинематографии, Синемаж 5, Кофинова 4",Франция - Италия - Швейцария,Филипп Гаррель,"Джорджо Мальюло, Патриция Масса",«18+» - запрещено для детей,,,,,5.3,драма,6.170537
4591,И грянул гром /По рассказу Рэя Брэдберри/,221158310,2010-12-17T12:00:00.000Z,Художественный,"Франчайз Пикчерз, Сценарио Лэйн, Джерико, Крусейдер Интертейнмент, Аполломедиа, Кью Ай Кволити Интернэшнл, Эм Эф Эф, Филм Групп Три, Коко Филмз, Форж, Данте Интертейнмент, Этик, Болдуин Интертейнмент",США - Германия,Питер Хаймс,"Хауард Болдуин, Моше Диамант",«16+» - для детей старше 16 лет,,,,,5.6,"ужасы,фантастика,боевик",6.9801393
2011,Последние часы,121029614,2014-12-25T12:00:00.000Z,Художественный,"СкринВест/ЛоутерВест, Икс И Зед Филмз, Эйтс ин Лайн",Австралия,Зак Хилдитч,"Лиз Кирни, Роберт Коннолли",«18+» - запрещено для детей,,,,,6.4,"триллер,драма,фантастика",5.6094284
768,Сексуальные хроники французской семьи,121025412,2012-10-05T12:00:00.000Z,Художественный,"Монки Пак Фильм, Сине +, Толода, Суперсоник Продюксьон, Канал +",Франция,"Паскаль Арнольд, Жан-Марк Барр","Паскаль Арнольд, Жан-Марк Барр",«18+» - запрещено для детей,,,,,5.1,"мелодрама,комедия",6.4598837
5514,Прощание,211037617,2017-09-07T12:00:00.000Z, Художественный,Всероссийский государственный институт кинематографии им.С.А.Герасимова,Россия,А.Петровская,В.Найговзина,«16+» - для детей старше 16 лет,,,,,7.2,драма,5.987316
7133,7 социопатов,121021419,2019-08-13T12:00:00.000Z, Художественный,"Компакто, Но Хэй Банда, Продюсьонес дель интериор, Телевизио е Каталуня",Испания,"Герард Квинто, Эстеве Солер, Дэвид Торрас","Гэбриел Кэмпой, Мартин Семпер",«18+» - запрещено для детей,,,,,5.5,комедия,5.5719757
2990,"Такой же предатель, как и мы",121011516,2016-05-11T12:00:00.000Z,Художественный,"Студио Канал, Филм Фо, Антон Кэпитал Интертейнмент, Амазон Прайм Инстант Видео, Зе Инк Фэктори, Потбоилер Продакшнз ",Великобритания,Сюзанна Уайт,"Саймон Корнвэлл, Стивен Корнвэлл, Гэйл Иган ",«18+» - запрещено для детей,,,,,5.4,"триллер,драма,криминал",6.704074
2505,Пьетро Масканьи. Сельская честь /По одноименной новелле Дж.Верги/. Руджеро Леонкавалло. Паяцы. Постановка на сцене античного театра в Таормине,126001615,2015-05-29T12:00:00.000Z,Прочие,Райзинг Алтернатив ,Италия,Энрико Кастильоне,,«12+» - для детей старше 12 лет,,,,,,,6.597338
2010,Умники.,221068014,2014-12-08T12:00:00.000Z,Художественный,Мирамакс,США,Ноам Мурро,"Майкл Костиган, Бриджет Джонсон",«16+» - для детей старше 16 лет,,,,,6.0,"драма,мелодрама,комедия",5.562898
4045,Мегамозг,124001310,2010-10-06T12:00:00.000Z,Художественный,"ДримУоркс Анимейшн, Пацифик Дэйт Имейджес",США,Том МакГрат,"Лара Брэй, Дэнис Нолан Касцино",«0+» - для любой зрительской аудитории,,,,,7.6,"мультфильм,фантастика,боевик",7.5419693
3084,Театр призраков,121025415,2015-12-21T12:00:00.000Z,Художественный,"Никатсу Корпорейн, Кёраку Индустриал Холдингс, Дайанго Филм",Япония,Хидео Наката,"Саори Нишио, Акира Ямамото",«18+» - запрещено для детей,,,,,4.3,ужасы,6.0267763
